Tiempo;Pandora mm (637km2);Banano mm (90km2);Tiempo,Pandora mm (637km2),Banano mm (90km2)
3/27/1981;2.74;6.39;3/27/1981,2.74,6.39
3/28/1981;5.51;7.16;3/28/1981,5.51,7.16
3/29/1981;4.64;11.81;3/29/1981,4.64,11.81
3/30/1981;5.18;9.10;3/30/1981,5.18,9.10
3/31/1981;4.64;10.56;3/31/1981,4.64,10.56
04/01/1981;4.19;9.30;4/1/1981,4.19,9.30
04/02/1981;10.15;11.04;4/2/1981,10.15,11.04
04/03/1981;6.39;8.94;4/3/1981,6.39,8.94
04/04/1981;6.12;7.25;4/4/1981,6.12,7.25
04/05/1981;4.64;6.91;4/5/1981,4.64,6.91
04/06/1981;4.41;9.15;4/6/1981,4.41,9.15
04/07/1981;3.65;9.24;4/7/1981,3.65,9.24
04/08/1981;3.72;7.37;4/8/1981,3.72,7.37
04/09/1981;3.20;7.66;4/9/1981,3.20,7.66
04/10/1981;2.90;7.34;4/10/1981,2.90,7.34
04/11/1981;2.90;7.03;4/11/1981,2.90,7.03
04/12/1981;2.86;6.97;4/12/1981,2.86,6.97
4/13/1981;4.41;6.92;4/13/1981,4.41,6.92
4/14/1981;4.79;6.86;4/14/1981,4.79,6.86
4/15/1981;4.71;6.81;4/15/1981,4.71,6.81
4/16/1981;3.45;6.76;4/16/1981,3.45,6.76
4/17/1981;3.08;6.70;4/17/1981,3.08,6.70
4/18/1981;2.79;6.65;4/18/1981,2.79,6.65
4/19/1981;2.58;6.60;4/19/1981,2.58,6.60
4/20/1981;2.37;8.44;4/20/1981,2.37,8.44
4/21/1981;2.55;15.84;4/21/1981,2.55,15.84
4/22/1981;4.71;15.65;4/22/1981,4.71,15.65
4/23/1981;4.48;11.62;4/23/1981,4.48,11.62
4/24/1981;7.87;10.37;4/24/1981,7.87,10.37
4/25/1981;5.76;8.69;4/25/1981,5.76,8.69
4/26/1981;4.87;8.43;4/26/1981,4.87,8.43
4/27/1981;9.41;8.18;4/27/1981,9.41,8.18
4/28/1981;4.71;7.94;4/28/1981,4.71,7.94
4/29/1981;3.84;10.27;4/29/1981,3.84,10.27
4/30/1981;4.79;13.25;4/30/1981,4.79,13.25
05/01/1981;7.07;12.38;5/1/1981,7.07,12.38
05/02/1981;7.34;13.63;5/2/1981,7.34,13.63
05/03/1981;4.87;12.67;5/3/1981,4.87,12.67
05/04/1981;4.79;11.52;5/4/1981,4.79,11.52
05/05/1981;7.87;13.82;5/5/1981,7.87,13.82
05/06/1981;7.24;11.52;5/6/1981,7.24,11.52
05/07/1981;5.26;8.69;5/7/1981,5.26,8.69
05/08/1981;4.48;8.55;5/8/1981,4.48,8.55
05/09/1981;4.79;8.43;5/9/1981,4.79,8.43
05/10/1981;5.60;8.18;5/10/1981,5.60,8.18
05/11/1981;4.71;22.37;5/11/1981,4.71,22.37
05/12/1981;3.65;16.22;5/12/1981,3.65,16.22
5/13/1981;3.27;14.88;5/13/1981,3.27,14.88
5/14/1981;3.20;16.70;5/14/1981,3.20,16.70
5/15/1981;4.19;74.21;5/15/1981,4.19,74.21
5/16/1981;5.34;74.98;5/16/1981,5.34,74.98
5/17/1981;4.64;37.44;5/17/1981,4.64,37.44
5/18/1981;4.64;32.06;5/18/1981,4.64,32.06
5/19/1981;3.45;46.27;5/19/1981,3.45,46.27
5/20/1981;3.20;24.58;5/20/1981,3.20,24.58
5/21/1981;2.90;19.30;5/21/1981,2.90,19.30
5/22/1981;2.58;15.65;5/22/1981,2.58,15.65
5/23/1981;2.47;15.26;5/23/1981,2.47,15.26
5/24/1981;2.32;13.34;5/24/1981,2.32,13.34
5/25/1981;3.13;36.00;5/25/1981,3.13,36.00
5/26/1981;3.77;60.00;5/26/1981,3.77,60.00
5/27/1981;2.74;33.60;5/27/1981,2.74,33.60
5/28/1981;2.63;36.86;5/28/1981,2.63,36.86
5/29/1981;2.58;36.19;5/29/1981,2.58,36.19
5/30/1981;2.52;27.84;5/30/1981,2.52,27.84
5/31/1981;2.52;23.42;5/31/1981,2.52,23.42
06/01/1981;2.37;16.51;6/1/1981,2.37,16.51
06/02/1981;2.27;13.34;6/2/1981,2.27,13.34
06/03/1981;3.00;11.23;6/3/1981,3.00,11.23
06/04/1981;3.02;10.66;6/4/1981,3.02,10.66
06/05/1981;2.41;10.08;6/5/1981,2.41,10.08
06/06/1981;2.51;9.48;6/6/1981,2.51,9.48
06/07/1981;2.67;9.22;6/7/1981,2.67,9.22
06/08/1981;3.91;25.63;6/8/1981,3.91,25.63
06/09/1981;3.15;18.34;6/9/1981,3.15,18.34
06/10/1981;3.91;14.50;6/10/1981,3.91,14.50
06/11/1981;3.15;11.90;6/11/1981,3.15,11.90
06/12/1981;4.12;60.86;6/12/1981,4.12,60.86
6/13/1981;3.39;69.98;6/13/1981,3.39,69.98
6/14/1981;3.02;39.17;6/14/1981,3.02,39.17
6/15/1981;2.79;29.28;6/15/1981,2.79,29.28
6/16/1981;2.74;22.37;6/16/1981,2.74,22.37
6/17/1981;2.78;15.26;6/17/1981,2.78,15.26
6/18/1981;4.79;37.15;6/18/1981,4.79,37.15
6/19/1981;4.94;24.38;6/19/1981,4.94,24.38
6/20/1981;4.26;19.30;6/20/1981,4.26,19.30
6/21/1981;5.94;14.88;6/21/1981,5.94,14.88
6/22/1981;7.69;12.29;6/22/1981,7.69,12.29
6/23/1981;8.53;11.62;6/23/1981,8.53,11.62
6/24/1981;11.69;11.23;6/24/1981,11.69,11.23
6/25/1981;7.60;10.94;6/25/1981,7.60,10.94
6/26/1981;5.51;9.48;6/26/1981,5.51,9.48
6/27/1981;5.51;9.22;6/27/1981,5.51,9.22
6/28/1981;7.16;8.95;6/28/1981,7.16,8.95
6/29/1981;8.06;8.43;6/29/1981,8.06,8.43
6/30/1981;9.41;8.18;6/30/1981,9.41,8.18
07/01/1981;9.73;10.75;7/1/1981,9.73,10.75
07/02/1981;12.76;9.29;7/2/1981,12.76,9.29
07/03/1981;12.04;8.18;7/3/1981,12.04,8.18
07/04/1981;8.82;7.47;7/4/1981,8.82,7.47
07/05/1981;7.34;7.25;7/5/1981,7.34,7.25
07/06/1981;6.12;9.89;7/6/1981,6.12,9.89
07/07/1981;5.86;8.04;7/7/1981,5.86,8.04
07/08/1981;8.34;7.94;7/8/1981,8.34,7.94
07/09/1981;10.15;7.47;7/9/1981,10.15,7.47
07/10/1981;7.42;13.92;7/10/1981,7.42,13.92
07/11/1981;6.81;9.48;7/11/1981,6.81,9.48
07/12/1981;13.70;10.37;7/12/1981,13.70,10.37
7/13/1981;19.40;7.70;7/13/1981,19.40,7.70
7/14/1981;13.25;7.70;7/14/1981,13.25,7.70
7/15/1981;9.41;7.47;7/15/1981,9.41,7.47
7/16/1981;14.38;7.47;7/16/1981,14.38,7.47
7/17/1981;10.91;7.03;7/17/1981,10.91,7.03
7/18/1981;8.53;7.03;7/18/1981,8.53,7.03
7/19/1981;6.81;6.81;7/19/1981,6.81,6.81
7/20/1981;5.94;6.81;7/20/1981,5.94,6.81
7/21/1981;5.26;7.03;7/21/1981,5.26,7.03
7/22/1981;6.04;6.58;7/22/1981,6.04,6.58
7/23/1981;11.35;13.34;7/23/1981,11.35,13.34
7/24/1981;8.91;12.86;7/24/1981,8.91,12.86
7/25/1981;13.51;14.88;7/25/1981,13.51,14.88
7/26/1981;25.64;10.94;7/26/1981,25.64,10.94
7/27/1981;16.28;10.08;7/27/1981,16.28,10.08
7/28/1981;13.39;9.22;7/28/1981,13.39,9.22
7/29/1981;10.91;8.43;7/29/1981,10.91,8.43
7/30/1981;9.62;7.94;7/30/1981,9.62,7.94
7/31/1981;7.07;7.47;7/31/1981,7.07,7.47
08/01/1981;6.29;6.81;8/1/1981,6.29,6.81
08/02/1981;6.12;6.60;8/2/1981,6.12,6.60
08/03/1981;5.10;5.82;8/3/1981,5.10,5.82
08/04/1981;5.26;5.45;8/4/1981,5.26,5.45
08/05/1981;9.93;4.94;8/5/1981,9.93,4.94
08/06/1981;10.69;4.62;8/6/1981,10.69,4.62
08/07/1981;10.36;4.47;8/7/1981,10.36,4.47
08/08/1981;9.11;4.62;8/8/1981,9.11,4.62
08/09/1981;8.15;5.82;8/9/1981,8.15,5.82
08/10/1981;19.26;6.00;8/10/1981,19.26,6.00
08/11/1981;22.38;5.82;8/11/1981,22.38,5.82
08/12/1981;8.25;5.45;8/12/1981,8.25,5.45
8/13/1981;6.90;5.45;8/13/1981,6.90,5.45
8/14/1981;6.12;5.28;8/14/1981,6.12,5.28
8/15/1981;7.42;5.28;8/15/1981,7.42,5.28
8/16/1981;8.34;5.28;8/16/1981,8.34,5.28
8/17/1981;7.16;6.40;8/17/1981,7.16,6.40
8/18/1981;7.51;16.32;8/18/1981,7.51,16.32
8/19/1981;7.07;8.96;8/19/1981,7.07,8.96
8/20/1981;6.12;7.47;8/20/1981,6.12,7.47
8/21/1981;5.68;6.39;8/21/1981,5.68,6.39
8/22/1981;5.60;6.00;8/22/1981,5.60,6.00
8/23/1981;5.51;5.45;8/23/1981,5.51,5.45
8/24/1981;4.94;4.62;8/24/1981,4.94,4.62
8/25/1981;4.71;4.32;8/25/1981,4.71,4.32
8/26/1981;4.34;4.32;8/26/1981,4.34,4.32
8/27/1981;4.12;4.32;8/27/1981,4.12,4.32
8/28/1981;3.91;4.32;8/28/1981,3.91,4.32
8/29/1981;3.91;4.47;8/29/1981,3.91,4.47
8/30/1981;3.65;6.56;8/30/1981,3.65,6.56
8/31/1981;3.45;7.03;8/31/1981,3.45,7.03
09/01/1981;3.21;15.55;9/1/1981,3.21,15.55
09/02/1981;3.05;13.63;9/2/1981,3.05,13.63
09/03/1981;2.89;14.98;9/3/1981,2.89,14.98
09/04/1981;2.78;11.23;9/4/1981,2.78,11.23
09/05/1981;2.58;7.94;9/5/1981,2.58,7.94
09/06/1981;1.65;7.47;9/6/1981,1.65,7.47
09/07/1981;2.78;7.25;9/7/1981,2.78,7.25
09/08/1981;2.44;6.39;9/8/1981,2.44,6.39
09/09/1981;2.35;6.19;9/9/1981,2.35,6.19
09/10/1981;2.32;6.00;9/10/1981,2.32,6.00
09/11/1981;2.28;5.82;9/11/1981,2.28,5.82
09/12/1981;2.25;5.63;9/12/1981,2.25,5.63
9/13/1981;2.21;5.45;9/13/1981,2.21,5.45
9/14/1981;2.18;5.28;9/14/1981,2.18,5.28
9/15/1981;2.14;4.94;9/15/1981,2.14,4.94
9/16/1981;2.12;4.78;9/16/1981,2.12,4.78
9/17/1981;2.08;4.47;9/17/1981,2.08,4.47
9/18/1981;2.05;4.45;9/18/1981,2.05,4.45
9/19/1981;3.89;4.44;9/19/1981,3.89,4.44
9/20/1981;3.40;4.43;9/20/1981,3.40,4.43
9/21/1981;4.03;4.42;9/21/1981,4.03,4.42
9/22/1981;2.60;4.40;9/22/1981,2.60,4.40
9/23/1981;2.55;4.39;9/23/1981,2.55,4.39
9/24/1981;2.50;4.37;9/24/1981,2.50,4.37
9/25/1981;2.44;4.36;9/25/1981,2.44,4.36
9/26/1981;2.39;4.34;9/26/1981,2.39,4.34
9/27/1981;2.33;25.25;9/27/1981,2.33,25.25
9/28/1981;2.28;8.43;9/28/1981,2.28,8.43
9/29/1981;2.22;6.60;9/29/1981,2.22,6.60
9/30/1981;2.17;6.00;9/30/1981,2.17,6.00
10/01/1981;2.12;5.82;10/1/1981,2.12,5.82
10/02/1981;2.06;5.45;10/2/1981,2.06,5.45
10/03/1981;2.02;5.11;10/3/1981,2.02,5.11
10/04/1981;1.97;4.78;10/4/1981,1.97,4.78
10/05/1981;1.91;4.47;10/5/1981,1.91,4.47
10/06/1981;1.86;4.32;10/6/1981,1.86,4.32
10/07/1981;1.80;4.18;10/7/1981,1.80,4.18
10/08/1981;1.75;4.78;10/8/1981,1.75,4.78
10/09/1981;1.70;4.78;10/9/1981,1.70,4.78
10/10/1981;1.64;4.47;10/10/1981,1.64,4.47
10/11/1981;1.59;4.32;10/11/1981,1.59,4.32
10/12/1981;1.65;4.47;10/12/1981,1.65,4.47
10/13/1981;1.65;4.32;10/13/1981,1.65,4.32
10/14/1981;4.65;4.30;10/14/1981,4.65,4.30
10/15/1981;2.78;7.34;10/15/1981,2.78,7.34
10/16/1981;2.10;10.46;10/16/1981,2.10,10.46
10/17/1981;1.99;10.37;10/17/1981,1.99,10.37
10/18/1981;1.82;7.03;10/18/1981,1.82,7.03
10/19/1981;1.76;6.60;10/19/1981,1.76,6.60
10/20/1981;1.72;6.39;10/20/1981,1.72,6.39
10/21/1981;1.68;6.00;10/21/1981,1.68,6.00
10/22/1981;1.63;9.79;10/22/1981,1.63,9.79
10/23/1981;1.57;7.94;10/23/1981,1.57,7.94
10/24/1981;1.55;7.47;10/24/1981,1.55,7.47
10/25/1981;1.52;11.04;10/25/1981,1.52,11.04
10/26/1981;1.48;11.42;10/26/1981,1.48,11.42
10/27/1981;1.46;9.79;10/27/1981,1.46,9.79
10/28/1981;1.45;9.22;10/28/1981,1.45,9.22
10/29/1981;1.38;8.18;10/29/1981,1.38,8.18
10/30/1981;1.34;8.78;10/30/1981,1.34,8.78
10/31/1981;1.31;8.54;10/31/1981,1.31,8.54
11/01/1981;1.29;7.77;11/1/1981,1.29,7.77
11/02/1981;1.27;7.77;11/2/1981,1.27,7.77
11/03/1981;1.25;7.71;11/3/1981,1.25,7.71
11/04/1981;1.23;7.29;11/4/1981,1.23,7.29
11/05/1981;1.22;7.17;11/5/1981,1.22,7.17
11/06/1981;1.19;7.11;11/6/1981,1.19,7.11
11/07/1981;1.19;7.11;11/7/1981,1.19,7.11
11/08/1981;1.18;7.13;11/8/1981,1.18,7.13
11/09/1981;1.17;5.15;11/9/1981,1.17,5.15
11/10/1981;1.16;4.39;11/10/1981,1.16,4.39
11/11/1981;1.14;4.20;11/11/1981,1.14,4.20
11/12/1981;1.14;5.53;11/12/1981,1.14,5.53
11/13/1981;1.13;6.69;11/13/1981,1.13,6.69
11/14/1981;1.14;5.94;11/14/1981,1.14,5.94
11/15/1981;1.13;5.34;11/15/1981,1.13,5.34
11/16/1981;1.13;5.15;11/16/1981,1.13,5.15
11/17/1981;1.13;6.69;11/17/1981,1.13,6.69
11/18/1981;1.13;5.74;11/18/1981,1.13,5.74
11/19/1981;1.13;7.56;11/19/1981,1.13,7.56
11/20/1981;1.17;7.65;11/20/1981,1.17,7.65
11/21/1981;1.13;13.63;11/21/1981,1.13,13.63
11/22/1981;1.08;10.56;11/22/1981,1.08,10.56
11/23/1981;1.13;8.55;11/23/1981,1.13,8.55
11/24/1981;4.18;12.10;11/24/1981,4.18,12.10
11/25/1981;2.17;12.58;11/25/1981,2.17,12.58
11/26/1981;1.56;17.09;11/26/1981,1.56,17.09
11/27/1981;1.45;13.73;11/27/1981,1.45,13.73
11/28/1981;1.41;13.25;11/28/1981,1.41,13.25
11/29/1981;1.26;19.10;11/29/1981,1.26,19.10
11/30/1981;1.25;14.59;11/30/1981,1.25,14.59
12/01/1981;1.25;14.21;12/1/1981,1.25,14.21
12/02/1981;1.24;11.90;12/2/1981,1.24,11.90
12/03/1981;1.23;10.66;12/3/1981,1.23,10.66
12/04/1981;1.22;10.46;12/4/1981,1.22,10.46
12/05/1981;1.22;9.50;12/5/1981,1.22,9.50
12/06/1981;1.26;11.81;12/6/1981,1.26,11.81
12/07/1981;1.31;10.66;12/7/1981,1.31,10.66
12/08/1981;1.26;8.32;12/8/1981,1.26,8.32
12/09/1981;1.26;7.65;12/9/1981,1.26,7.65
12/10/1981;1.29;9.70;12/10/1981,1.29,9.70
12/11/1981;1.61;8.78;12/11/1981,1.61,8.78
12/12/1981;1.71;16.13;12/12/1981,1.71,16.13
12/13/1981;1.65;17.18;12/13/1981,1.65,17.18
12/14/1981;1.65;12.58;12/14/1981,1.65,12.58
12/15/1981;1.59;9.98;12/15/1981,1.59,9.98
12/16/1981;1.59;9.29;12/16/1981,1.59,9.29
12/17/1981;1.56;10.08;12/17/1981,1.56,10.08
12/18/1981;1.36;8.55;12/18/1981,1.36,8.55
12/19/1981;1.26;5.94;12/19/1981,1.26,5.94
12/20/1981;1.22;6.57;12/20/1981,1.22,6.57
12/21/1981;1.26;5.74;12/21/1981,1.26,5.74
12/22/1981;1.86;5.58;12/22/1981,1.86,5.58
12/23/1981;3.15;7.55;12/23/1981,3.15,7.55
12/24/1981;2.60;6.57;12/24/1981,2.60,6.57
12/25/1981;2.10;6.36;12/25/1981,2.10,6.36
12/26/1981;2.05;5.94;12/26/1981,2.05,5.94
12/27/1981;1.99;5.34;12/27/1981,1.99,5.34
12/28/1981;1.94;5.90;12/28/1981,1.94,5.90
12/29/1981;1.76;5.94;12/29/1981,1.76,5.94
12/30/1981;1.76;14.78;12/30/1981,1.76,14.78
12/31/1981;1.75;15.26;12/31/1981,1.75,15.26
01/01/1982;1.65;15.46;1/1/1982,1.65,15.46
01/02/1982;1.63;18.24;1/2/1982,1.63,18.24
01/03/1982;1.61;18.91;1/3/1982,1.61,18.91
01/04/1982;1.61;13.25;1/4/1982,1.61,13.25
01/05/1982;1.59;19.39;1/5/1982,1.59,19.39
01/06/1982;1.59;14.98;1/6/1982,1.59,14.98
01/07/1982;1.61;10.37;1/7/1982,1.61,10.37
01/08/1982;1.61;9.98;1/8/1982,1.61,9.98
01/09/1982;1.65;9.52;1/9/1982,1.65,9.52
01/10/1982;1.76;8.32;1/10/1982,1.76,8.32
01/11/1982;1.76;7.65;1/11/1982,1.76,7.65
01/12/1982;1.82;18.43;1/12/1982,1.82,18.43
1/13/1982;1.82;11.81;1/13/1982,1.82,11.81
1/14/1982;1.84;9.57;1/14/1982,1.84,9.57
1/15/1982;1.65;8.32;1/15/1982,1.65,8.32
1/16/1982;1.56;6.99;1/16/1982,1.56,6.99
1/17/1982;1.61;6.57;1/17/1982,1.61,6.57
1/18/1982;1.67;5.94;1/18/1982,1.67,5.94
1/19/1982;2.60;5.34;1/19/1982,2.60,5.34
1/20/1982;2.29;5.15;1/20/1982,2.29,5.15
1/21/1982;2.96;5.15;1/21/1982,2.96,5.15
1/22/1982;3.20;11.90;1/22/1982,3.20,11.90
1/23/1982;3.15;11.90;1/23/1982,3.15,11.90
1/24/1982;4.34;7.65;1/24/1982,4.34,7.65
1/25/1982;3.02;11.81;1/25/1982,3.02,11.81
1/26/1982;5.48;384.00;1/26/1982,5.48,384.00
1/27/1982;9.44;136.32;1/27/1982,9.44,136.32
1/28/1982;4.65;78.72;1/28/1982,4.65,78.72
1/29/1982;7.18;55.49;1/29/1982,7.18,55.49
1/30/1982;3.27;43.49;1/30/1982,3.27,43.49
1/31/1982;2.22;35.04;1/31/1982,2.22,35.04
02/01/1982;1.99;36.77;2/1/1982,1.99,36.77
02/02/1982;2.10;38.21;2/2/1982,2.10,38.21
02/03/1982;2.28;29.76;2/3/1982,2.28,29.76
02/04/1982;2.17;64.80;2/4/1982,2.17,64.80
02/05/1982;2.22;48.00;2/5/1982,2.22,48.00
02/06/1982;2.21;43.49;2/6/1982,2.21,43.49
02/07/1982;3.15;33.02;2/7/1982,3.15,33.02
02/08/1982;3.47;29.28;2/8/1982,3.47,29.28
02/09/1982;5.32;25.63;2/9/1982,5.32,25.63
02/10/1982;4.65;23.81;2/10/1982,4.65,23.81
02/11/1982;2.83;32.93;2/11/1982,2.83,32.93
02/12/1982;2.35;26.69;2/12/1982,2.35,26.69
2/13/1982;2.16;10.18;2/13/1982,2.16,10.18
2/14/1982;2.60;8.71;2/14/1982,2.60,8.71
2/15/1982;2.35;7.90;2/15/1982,2.35,7.90
2/16/1982;2.10;7.78;2/16/1982,2.10,7.78
2/17/1982;1.99;5.34;2/17/1982,1.99,5.34
2/18/1982;5.57;4.95;2/18/1982,5.57,4.95
2/19/1982;4.49;8.12;2/19/1982,4.49,8.12
2/20/1982;4.90;4.57;2/20/1982,4.90,4.57
2/21/1982;3.40;4.39;2/21/1982,3.40,4.39
2/22/1982;3.15;3.67;2/22/1982,3.15,3.67
2/23/1982;2.35;11.14;2/23/1982,2.35,11.14
2/24/1982;2.22;18.34;2/24/1982,2.22,18.34
2/25/1982;2.55;8.09;2/25/1982,2.55,8.09
2/26/1982;9.10;5.94;2/26/1982,9.10,5.94
2/27/1982;17.77;5.59;2/27/1982,17.77,5.59
2/28/1982;16.95;8.08;2/28/1982,16.95,8.08
03/01/1982;13.24;5.94;3/1/1982,13.24,5.94
03/02/1982;25.64;4.76;3/2/1982,25.64,4.76
03/03/1982;10.04;4.02;3/3/1982,10.04,4.02
03/04/1982;6.88;3.49;3/4/1982,6.88,3.49
03/05/1982;6.12;8.92;3/5/1982,6.12,8.92
03/06/1982;4.57;7.90;3/6/1982,4.57,7.90
03/07/1982;3.74;8.93;3/7/1982,3.74,8.93
03/08/1982;3.89;8.55;3/8/1982,3.89,8.55
03/09/1982;4.34;10.56;3/9/1982,4.34,10.56
03/10/1982;3.27;10.27;3/10/1982,3.27,10.27
03/11/1982;6.78;8.32;3/11/1982,6.78,8.32
03/12/1982;6.69;7.65;3/12/1982,6.69,7.65
3/13/1982;4.98;7.21;3/13/1982,4.98,7.21
3/14/1982;3.74;7.21;3/14/1982,3.74,7.21
3/15/1982;4.34;6.57;3/15/1982,4.34,6.57
3/16/1982;3.61;8.44;3/16/1982,3.61,8.44
3/17/1982;2.83;10.75;3/17/1982,2.83,10.75
3/18/1982;2.60;10.08;3/18/1982,2.60,10.08
3/19/1982;2.35;9.60;3/19/1982,2.35,9.60
3/20/1982;2.10;13.92;3/20/1982,2.10,13.92
3/21/1982;2.21;16.32;3/21/1982,2.21,16.32
3/22/1982;4.90;14.78;3/22/1982,4.90,14.78
3/23/1982;2.78;18.24;3/23/1982,2.78,18.24
3/24/1982;4.34;12.77;3/24/1982,4.34,12.77
3/25/1982;140.65;10.66;3/25/1982,140.65,10.66
3/26/1982;49.78;8.55;3/26/1982,49.78,8.55
3/27/1982;13.37;8.32;3/27/1982,13.37,8.32
3/28/1982;9.44;6.78;3/28/1982,9.44,6.78
3/29/1982;7.38;8.94;3/29/1982,7.38,8.94
3/30/1982;5.93;6.00;3/30/1982,5.93,6.00
3/31/1982;6.21;5.15;3/31/1982,6.21,5.15
04/01/1982;6.50;5.15;4/1/1982,6.50,5.15
04/02/1982;5.06;4.39;4/2/1982,5.06,4.39
04/03/1982;11.01;4.95;4/3/1982,11.01,4.95
04/04/1982;8.11;4.95;4/4/1982,8.11,4.95
04/05/1982;7.38;4.95;4/5/1982,7.38,4.95
04/06/1982;5.57;16.22;4/6/1982,5.57,16.22
04/07/1982;4.98;10.37;4/7/1982,4.98,10.37
04/08/1982;4.34;12.67;4/8/1982,4.34,12.67
04/09/1982;4.03;11.33;4/9/1982,4.03,11.33
04/10/1982;5.57;15.94;4/10/1982,5.57,15.94
04/11/1982;4.57;18.82;4/11/1982,4.57,18.82
04/12/1982;4.82;12.19;4/12/1982,4.82,12.19
4/13/1982;4.11;10.18;4/13/1982,4.11,10.18
4/14/1982;3.74;11.04;4/14/1982,3.74,11.04
4/15/1982;5.40;13.06;4/15/1982,5.40,13.06
4/16/1982;4.65;9.57;4/16/1982,4.65,9.57
4/17/1982;4.34;8.09;4/17/1982,4.34,8.09
4/18/1982;3.74;7.43;4/18/1982,3.74,7.43
4/19/1982;4.90;7.65;4/19/1982,4.90,7.65
4/20/1982;17.09;11.23;4/20/1982,17.09,11.23
4/21/1982;8.00;11.90;4/21/1982,8.00,11.90
4/22/1982;5.48;10.08;4/22/1982,5.48,10.08
4/23/1982;10.15;8.55;4/23/1982,10.15,8.55
4/24/1982;13.83;17.18;4/24/1982,13.83,17.18
4/25/1982;6.31;17.47;4/25/1982,6.31,17.47
4/26/1982;4.98;30.24;4/26/1982,4.98,30.24
4/27/1982;4.34;25.54;4/27/1982,4.34,25.54
4/28/1982;3.96;16.42;4/28/1982,3.96,16.42
4/29/1982;6.21;12.19;4/29/1982,6.21,12.19
4/30/1982;6.50;11.90;4/30/1982,6.50,11.90
05/01/1982;4.34;11.90;5/1/1982,4.34,11.90
05/02/1982;4.18;9.89;5/2/1982,4.18,9.89
05/03/1982;3.89;8.55;5/3/1982,3.89,8.55
05/04/1982;4.34;7.65;5/4/1982,4.34,7.65
05/05/1982;6.12;7.65;5/5/1982,6.12,7.65
05/06/1982;5.93;13.92;5/6/1982,5.93,13.92
05/07/1982;4.57;18.05;5/7/1982,4.57,18.05
05/08/1982;3.89;14.59;5/8/1982,3.89,14.59
05/09/1982;3.74;14.59;5/9/1982,3.74,14.59
05/10/1982;3.40;14.59;5/10/1982,3.40,14.59
05/11/1982;3.34;13.25;5/11/1982,3.34,13.25
05/12/1982;3.15;12.19;5/12/1982,3.15,12.19
5/13/1982;3.40;23.04;5/13/1982,3.40,23.04
5/14/1982;4.34;21.12;5/14/1982,4.34,21.12
5/15/1982;4.03;19.78;5/15/1982,4.03,19.78
5/16/1982;3.89;18.05;5/16/1982,3.89,18.05
5/17/1982;5.57;16.90;5/17/1982,5.57,16.90
5/18/1982;6.50;15.36;5/18/1982,6.50,15.36
5/19/1982;5.93;29.28;5/19/1982,5.93,29.28
5/20/1982;7.38;23.52;5/20/1982,7.38,23.52
5/21/1982;5.22;18.53;5/21/1982,5.22,18.53
5/22/1982;4.57;14.59;5/22/1982,4.57,14.59
5/23/1982;3.81;10.94;5/23/1982,3.81,10.94
5/24/1982;3.61;8.09;5/24/1982,3.61,8.09
5/25/1982;3.15;8.05;5/25/1982,3.15,8.05
5/26/1982;3.15;8.03;5/26/1982,3.15,8.03
5/27/1982;3.08;7.99;5/27/1982,3.08,7.99
5/28/1982;3.15;7.94;5/28/1982,3.15,7.94
5/29/1982;3.40;7.87;5/29/1982,3.40,7.87
5/30/1982;3.15;14.88;5/30/1982,3.15,14.88
5/31/1982;3.02;10.37;5/31/1982,3.02,10.37
06/01/1982;3.15;8.55;6/1/1982,3.15,8.55
06/02/1982;2.96;7.87;6/2/1982,2.96,7.87
06/03/1982;4.41;6.57;6/3/1982,4.41,6.57
06/04/1982;4.73;6.14;6/4/1982,4.73,6.14
06/05/1982;5.57;11.62;6/5/1982,5.57,11.62
06/06/1982;4.73;10.66;6/6/1982,4.73,10.66
06/07/1982;5.06;13.73;6/7/1982,5.06,13.73
06/08/1982;8.87;8.78;6/8/1982,8.87,8.78
06/09/1982;8.76;8.09;6/9/1982,8.76,8.09
06/10/1982;4.90;8.09;6/10/1982,4.90,8.09
06/11/1982;5.22;8.97;6/11/1982,5.22,8.97
06/12/1982;6.21;11.62;6/12/1982,6.21,11.62
6/13/1982;4.98;11.33;6/13/1982,4.98,11.33
6/14/1982;4.18;9.01;6/14/1982,4.18,9.01
6/15/1982;4.49;8.78;6/15/1982,4.49,8.78
6/16/1982;5.67;8.55;6/16/1982,5.67,8.55
6/17/1982;5.32;11.90;6/17/1982,5.32,11.90
6/18/1982;4.90;13.63;6/18/1982,4.90,13.63
6/19/1982;4.65;13.25;6/19/1982,4.65,13.25
6/20/1982;4.18;11.33;6/20/1982,4.18,11.33
6/21/1982;4.65;9.89;6/21/1982,4.65,9.89
6/22/1982;4.18;9.70;6/22/1982,4.18,9.70
6/23/1982;4.73;9.70;6/23/1982,4.73,9.70
6/24/1982;7.89;9.54;6/24/1982,7.89,9.54
6/25/1982;6.12;9.43;6/25/1982,6.12,9.43
6/26/1982;6.50;9.35;6/26/1982,6.50,9.35
6/27/1982;7.28;9.24;6/27/1982,7.28,9.24
6/28/1982;8.55;9.14;6/28/1982,8.55,9.14
6/29/1982;7.28;9.06;6/29/1982,7.28,9.06
6/30/1982;5.48;8.95;6/30/1982,5.48,8.95
07/01/1982;4.41;8.85;7/1/1982,4.41,8.85
07/02/1982;4.41;8.76;7/2/1982,4.41,8.76
07/03/1982;8.44;8.69;7/3/1982,8.44,8.69
